Date,A,B,C,D,E,Paid Coupon A,Paid Coupon B,Paid Coupon C,Paid Coupon D,Paid Coupon E
2014-11-18,103.7725,99.0294,97.2302,99.5775,98.5497,0.0,0.0,0.0,0.0,0.0
2014-11-19,103.7896,99.0468,97.2478,99.5947,98.567,0.0,0.0,0.0,0.0,0.0
2014-11-20,103.7941,99.0523,97.2539,99.6035,98.5746,0.0,0.0,0.0,0.0,0.0
2014-11-21,103.78,100.4,97.2,99.57,98.52,0.0,0.0,0.0,0.0,0.0
2014-11-24,103.8237,99.0217,97.224,99.6209,98.5358,0.0,0.0,0.0,0.0,0.0
2014-11-25,103.8848,99.0835,97.2863,99.6954,98.6048,0.04415,0.0,0.0,0.0,0.0
2014-11-26,103.8689,99.0691,97.2717,99.6702,98.5843,0.0,0.0,0.0,0.0,0.0
2014-11-27,103.8095,99.013,97.2169,99.6175,98.5307,0.0,0.0,0.0,0.0,0.0
2014-11-28,104.3684,99.5531,97.7516,100.1575,99.0684,0.0,0.0,0.0,0.0,0.0
2014-12-01,104.534,99.8376,98.0332,100.3797,99.3526,0.0,0.0,0.0,0.0,0.0
2014-12-02,104.8236,99.992,98.1857,100.5921,99.5028,0.0,0.0,0.0,0.0,0.0
2014-12-03,105.1862,100.3405,98.53,100.8699,99.7828,0.0,0.0,0.0,0.0,0.0
2014-12-04,105.0277,100.1895,98.3812,100.7198,99.6332,0.0,0.0,0.0,0.0,0.0
